,abstract
442,kembang teknologi tunjang butuh masuk anak anak usia pesat kembang game mobile game fungsi hibur sarana ajar anak anak didik khusus sistem didik bahasa sunda perhati teknologi manfaat salah sarana bantu mudah proses ajar bahasa sunda pandu anak anak main ajar game edukasi bantu proses ajar bahasa sunda salah media ajar bahasa sunda anak anak game edukasi flash develop bahasa pemograman actionscript terap platform android
443,sinyal mekanik rupa interlocking fungsi bentuk kunci kontrol aman rute kereta petak jalur kereta kereta mekanis sinyal mekanik lintas frekuensi kereta rendah iring kembang teknologi sistem sinyal mekanik ganti sistem sinyal elektrik sistem deteksi kereta sinyal mekanik deteksi kereta kontak kontak rupa alat deteksi sarana jalur kereta emplasemen kerja kontak tuas besi sentuh langsung roda kereta gerak tuas aktif saklar perangkat terap sensor deteksi getar integrasi mikrokontroler sensor terap deteksi kereta manfaat getar hasil uji laku sistem deteksi getar gerak kereta hasil data nilai getar realtime
444,analisis sentimen opinion mining salah topik teliti bidang proses informasi tuju polaritas data bentuk teks masuk dokumen kalimat paragraf arah sifat positif negatif netral teliti teks dokumen federasi sepakbola indonesia pssi twitter metode teliti metode naive bayes hidden markov model papper eksplorasi proses hubung opini publik indonesia pilih parameter pssi liga indonesia sepakbola indonesia laku analisis akurasi laku analisis persentase hasil masingmasing data hasil data positif data negatif data netral data pssi data positif data positif negatif data data netral data ligaindonesia data positif data negatif data netral data sepakbola
445,uji salah bentuk evaluasi proses ajar ukur hasil proses ajar ajar uji sistem esai latih informasi verbal koreksi essai manual butuh sulit koreksi essay manual koreksi cepat akurat butuh buah sistem koreksi essay otomatis implementasi rabin karp rupa algoritma multiple pattern search efisien cari string pola hasil sistem harap koreksi essay mudah akurat algoritma rabin karp algoritma cari cari buah pola rupa substring buah teks hashing tahap kerja algoritma cakup preprocessing teks gramgram kgram hitung nilai hash fungsi rolling hash gram nilai hash menentukat tingkat akurasi dices similarity coefficient hasil teliti laku tingkat akurasi pengaruh nilai kgram hasil uji laku dasar nilai kgram nilai akurasi angka nilai kgram nilai rendah angka nilai kgram simpul nilai kgram tingkat akurasi
446,ecommerce dagang elektronik cakup distribusi beli jual pasar barang jasa internet komponen dagang terap layan langgan layan produk metode bayar promosi internet gerak maju salah kembang ecommerce internet salah jaring global hubung jaring komputer dunia bentuk komunikasi interaksi usaha langgan konsumen konsumen implementasi layan ecommerce alamat toko online akurat daftar sulit konsumen temu informasi toko online dasar tulis skripsi buah prototype sistem tulis prototype system online shop using google maps sistem prototype bangun basis bangun prototype mudah langgan laku transaksi jual beli sistem bantu customer cari barang butuh informasi lokasi seller
447,aman rahasia rupa aspek butuh proses tukar informasi internet kembang teknologi kembang jahat teknik interupsi sadap modifikasi fabrikasi teknik aman kembang lindung jaga rahasia pesan hindar orang hak salah teknik steganografi aplikasi steganografi tuju aman informasi sembunyi pesan rupa teks berkas citra video digital format metode algoritma least significant teknik enkripsi vigenere cipher aplikasi ekstraksi pesan citra video stego hasil banding video asli video stego dasar ukur file
448,kembang perangkat lunak aplikasi buah sistem informasi efektifitas efisiensi data utama tunjang tingkat kerja evaluasi hadap nilai kerja bantu ambil putus masingmasing pegawai hasil kerja target capai pasar tunjang hasil evaluasi hadap masingmasing syariah funding executivesfe target dana rekening deposito antisipasi duplikat datatarget curang laku bangun sistem perangkat lunak monitoring analisa capai target dana syariah funding executive bank syariah mandiri giat teliti bentuk bangun perangkat lunak metode waterfall metode anggap cocok tulis metode modul salah uji cari salah proses proses salah ulang hasil uji akurat tahapantahapan laku tulis susun lapor kumpul data analisis rancang sistem implementasi uji terap sistem aplikasi bank syariah mandiri rancaekek bandung tahapantahapan kait pengaruh life cycle aplikasi kembang hasil perangkat lunak rupa aplikasi visual basic integrasi access database bantu kepala unit proses monitoring capai target dana model interface aplikasi ergonomis kemudahaan monitoring analisa dana syariah funding executivesfe
449,twitter rupa salah media sosial microblogging gun cari topik bahas isuisu twitter mempublish pesan pendek tweet mudah cepat pesan pendek tweet isi opini hadap produk layan hubung masyarakat sumber data nilai sentimen twitter na ve bayes classification acu teorema bayes mengkombinasikan data latih proses pengkategorian aplikasi knime analytics platform proses ambil tweet dasar acount twitter dinas kota bandung pilah dasar kategori sentimen positif negatif netral aplikasi fokus tweet bahasa indonesia bahasa indonesia morfologi proses pengkategorian aplikasi tahap laku pengkategorian tweet preprocessing rupa case folding parsing tranformation rupa hapus stopwords stemming hitung frekuensi probabilitas na ve bayes
450,tanah longsor rupa peristiwa alam lerenglereng alam natural slopes lereng manusia made slopes tanah longsor bahaya daerah infrastruktur jalan raya jalur kereta jalur kereta susah medan jarak tempuh pantau daerah rawan longsor kendala tugas rawat jalur kereta sistem monitoring deteksi selidik mudah cepat informasi tugas rawat jalur jalur kereta kena timbun tanah longsor bahaya jalan kereta tugas cepat tindak laku jalan kereta aman hasil sistem monitoring pilih kait sistem monitoring terap lapang indeks aman jalan kereta
451,marak curi khusus sepeda motor orang usaha tingkat sistem aman sepeda motor alatalat aman jasa aman satpam tugas parkir manfaat teknologi mobile khusus android teknologi arduino masyarakat caracara bukti efektif curi kendara sepeda motor aman kendara sepeda motor manfaat canggih teknologi laku bangun sistem arduino lengkap modul fungsi tangkap koordinat lokasi hasil proses digital service modul gsmgprs semat papan kendali mikro arduino peran jembatan komunikasi microcontroller service basis data internet aplikasi android tampil data posisi sepeda motor service metode kembang paradigma prototyping manfaat modul pasang sepeda motor tangkap koordinat lokasi harap bantu masyarakat lacak posisi sepeda motor peran aplikasi android sistem informasi posisi sepeda motor internet efektif
452,nilai prestasi kerja pegawai negeri sipil rupa upaya capai tuju nasional wujud masyarakat adil makmur abdi negara abdi masyarakat padu mental wibawa daya bersih mutu sadar tanggung selenggara tugas perintah bangun pegawai milik nilai prestasi kerja berbedabeda kelompok dasar kriteria nilai prestasi kerja kelompok clustering rupa salah metode data mining laku proses klasifikasi data proses pisah kelas kelas data kelompok data pegawai negeri sipil data nilai prestasi kerja teliti agglomerative pusat metode hirarki average linkage varian kategori prestasi kerja rendah laku analisis klaster hasil teliti klaster cluster
453,listrik rumah kerap kali alam boros sempurna manusia kali lupa hilang disiplin buah sistem integrasi alat listrik monitor kendali alat listrik aktif kerja efisien segi jarak salah sistem manfaat sistem basis sistem kendali buah teliti bidang konsep buah modul microcontroller nodemcu sistem kendali utama kendali buah aplikasi messaging dasar hasil teliti teliti rancang buah sistem kendali alat listrik manfaat aplikasi mobile custom database hasil teliti sistem sistem kendali alat listrik kendali alat rumah koneksi internet mobile delay sistem koneksi jaring internet sistem milik ruang kembang manfaat fitur dukung sistem kembang buah sistem sistem sepenuh
454,ambil putus usaha instansi datadata olah informasi ambil putus universitas widyatama instansi didik milik datadata vital kelola datadata butuh buah rancang data warehouse sarana ambil putus salah data warehouse terap universitas widyatama lapis instansi informasi datadata putar kuliah mudah buah sistem informasi ruang lingkup masyarakat kampus salah dosen mobile application fungsi media informasi putar kuliah jadwal absensi reschedulling informasi kampus akademis akademis rancang aplikasi integrasi data service manfaat hadap sifat aplikasi lengkap fitur reminder countdown matkul imageslider fungsi tampil event jadwaljadwal tertenu langsung lambat aplikasi pemogramman html javascript rubah mobile apps webview kelola database mysql data hasil proses service sistem operasi dukung aplikasi android versi minimal jellybean
455,sakit lupus rupa salah sakit auto imun serang organ tubuh lupus jumpa wanita utama wanita usia produktif banding lakilaki pasien telat terdiagnosa sakit lupus milik tingkat mati cepat banding pasien tangan cepat pasien sakit lupus obat gejala induksi remisi diagnosa sakit lupus bantu pasien identifikasi sakit metode kembang sistem pakar metode waterfall model inferensi sistem pakar teorema bayes diagnosa proses konsultasi sistem pakai disesuakan atur sistem data ambil wawancara pakar dokter ilmu sakit studi literatur sistem pakar bangun basis website bahasa pemograman
456,teliti sistem rfid manfaat kartu identifikasi sistem akses ruang tuju sistem tuju atur privasi buah ruang orang milik otoritas akses ruang teliti sistem akses ruang laku evaluasi baca maksimal kartu rfid laku untk jarak aman laku taping kartu akses ruang kelola kartu rfid halaman dashboard akses jaring internet sistem rancang fitur catat aktifitas akses ruang perangkat keras lengkap papan tombol aman kartu rfid kunci elektronik basis komponen solendoid jarigan internet padam listrik padam perangkat fitur backup data listrik cadang hasil teliti simpul kartu rfid andal alternatif sistem identifikasi akses ruang
457,teliti tuju tingkat loyalitas langgan terap customer relationship management fungsi integrasi tunjang buah usaha bidang jual tingkat loyalitas langgan salah potong harga diskon langgan diskon nominal langgan langgan laku transaksi berbedabeda kelompok langgan laku transaksi bantu metode kmeans clustering kmeans clustering kelompok langgan kelompok langgan kelompok nilai rendah fuzzyahp metode fuzzyahp nilai bobot kelompok langgan hasil rangking kelompok langgan
458,usaha balai logam mesin rupa usaha gerak bidang industri kembang biji logam mesin laku usaha penuh butuh bahan baku manual timbul tumpuk bahan baku inventory gudang tumpuk biaya simpan bahan baku tanggung usaha biaya simpan investasi sedia bahan baku usaha akibat dana biaya investasi bidangbidang kembang sistem teliti kembang sistem forecasting fokus prediksi butuh inventory antisipasi dampak timbul tumpuk bahan baku usaha ramal butuh lihat duga butuh penuh laku ramal metode kuantitatif metode exponential smoothing metode cocok data sifat stabil bobot data sistem bangun hasil nilai output prediksi butuh parameter input data gudang metode exponential smoothing hasil tumpuk bahan baku dampak timbul sistem forecasting ramal
459,syerkarina bina kamila usaha tingkat gerak bidang food beverage makan minum usaha milik jenis bahan mentah syerkarina bina kamila hubung pasok efisiensi efektifitas sistem simpan data pengaruh hadap eksistensi usaha terkadang pesan barang sesuai butuh kapasitas produksi terkadang stok barang gudang hambat proses produksi imbas puas langgan dampak negatif rancang sistem barang syerkarina bina kamila bahasa program aplikasi visual studio database msaccess metodologi bangun perangkat lunak metode waterfall metode kembang sistem orientasi objek model unified modelling language rancang sistem sedia barang syerkarina bina kamila rupa aplikasi basis desktop bantu pegawai laku data cari data barang masuk barang stok minimum lapor stok opname lihat status barang gudang laku manajemen hadap barangbarang mudah akses data transaksi aplikasi bangun butuh penambahanpenambahan fitur saran usaha bantu kembang pelihara sistem barang
460,orang bahasa inggris coba ajar salah kendala grammarkhususnya kena tenses orang ajar tenses sulit kenal kalimat terobos kena ajar bahasa inggris kenal tenses praktis penilitian buah aplikasi dukung ajar grammarkhususnyamengenai tenses orang mudah praktis mempelajaritensesaplikasi kenal kalimat bahasa inggris diinputkan orang mudah aplikasi aplikasi basis android tahap selesai aplikasi system engineeringyaitu kumpul kebutuhanpengguna kemudianmentransformasikan buah deskripsi lengkap analisis sistem jabar tangan perangkat lunak rancang perangkat lunak fokus struktur data arsitektur perangkat lunak detil algoritma implementasi konversi rancang buah bahasa pemrogramantahap rawat perangkat lunak rawat
461,salah jalur akibat lambat capai target kirim barang langgan kategori classical vehicle routing problem cvrp cvrp rupa klasik cari jalur pendek tempuh kurir wajib kunjung wajib kunjung kali hasil jalur pendek timbang ambil putus jalur solusi aplikasi cari jalur pendek algoritma tabu search algoritma tabu search banding nilai jarak depot tuju depot pilih solusi dasar lokasi diinputkan algoritma tabu search temu jalur pendek total jarak tempuh aplikasi bangun bahasa program rdbms mysql integrasi google maps data koordinat jarak cari jalur pendek fasilitas google maps proses cari cepat hasil rupa jalur pendek visualisasi peta aplikasi cari jalur pendek hasil bangun laku uji hasil hitung jarak pendek aplikasi banding hitung manual hasil hasil aplikasi bantu user jalur pendek kirim barang
462,teknologi informasi jamur timbul saing dorong inovasi tahan eksistensi kembang usaha strategi marketing jalin jaga hubung langgan langgan pindah kompetitor koperasi turangga rupa salah koperasi instansi jual barang tutup kalang instansi tingkat tumbuh lambat manajemen banding swalayan koperasi perhati konsumen langsung koperasi opsi penuh butuh konsumen tugas tulis metode apriori gali pola hubung atributatribut frequent itemset transaksi laku langgan hasil metode nilai support nilai confidence nilai terap metode apriori acu jaga loyalitas langgan konsep customer relationship management cipta langgan loyal hadap barang tawar koperasi
463,salah sehat dengar diabetes sembilan puluh persen derita diabetes melitus masuk diabetes tipe obat utama sakit diet sehat kendala alami derita diabetes tipe laku diet bosan malas resep masakan ketidakmampuan kalori butuh diet sehat konsumsi gizi derita diabetes bahaya derita buah aplikasi bantu resep masakan diet sehat aplikasi maksud aplikasi sistem pakar damping orang ahli gizi dokter rekomendasi resep masakan diet sehat sesuai butuh kalori jadwal makan derita diabetes gizi imbang aplikasi bangun metode rekomendasi knowledge based recommendation hasil rupa resep masakan komposisi hitung sesuai kriteria menu diet sehat implementasi sistem realisasi bahasa program database mysql
464,saing ketat usaha rubah fokus hadap strategi utama produk productservice oriented strategi utama langgan customer oriented salah strategi terap customer relationship management permasahalan milik usaha usaha kenal perilaku langgan paham beda langgan kenal tingkat loyalitas langgan proses segmentasi langgan solusi usaha kenal hubung langgan hadap tingkat loyalitas lihat milik usaha tulis teliti tuju tingkat loyalitas langgan terap model analisa recency frequency monetary teknik clustering fuzzy cmeans data transaksi langgan periode hasil segmentasi cluster cluster rupa cluster optimum dasar hasil hitung indeks beni cluster langgan masuk kelompok ordinary cluster langgan masuk kelompok valuable cluster langgan masuk kelompok dormant cluster langgan masuk kelompok class cluster langgan masuk kelompok consumers cluster enam langgan masuk kelompok spenders
465,teknologi informasi kembang pesat dorong inovasi hadap kembang usaha inovasi senantiasa fokus tingkat layan hadap langgan langgan komunikasi catat data langgan butuh data langgan usaha motosport manfaat teknologi sederhana pakai short message service catat data spreadsheet data butuh efektif motosport jalin komunikasi langgan teliti rancang kembang sistem terap konsep usaha motosport basis sosial media tahap analisis sistem rancang sistem implementasi sistem ambil simpul aplikasi kembang tampung data langgan tampil informasi sesuai sedia informasi butuh langgan kait produkproduk aplikasi kembang bantu usaha produk langgan
466,jadwal kuliah buah universitas laku jadwal ruang kuliah fasilitas ruang kuliah laku manual butuh aplikasi kembang susun jadwal kuliah komputerisasi metode compact genetic algorithm susun komputerisasi proses susun jadwal kuliah relatif cepat aplikasi dasar jadwal mata kuliah semester aplikasi kriteria laku proses hitung kriteria sesuai sungguh kembang aplikasi jadwal metode compact genetic algorithm terap cepat proses olah jadwal kuliah tangan bentrok ruang kelas
467,surat izin kemudi rupa bukti regristrasi identifikasi ikan polisi orang paham atur lintas terampil mengengunakan kendara motor penuh syarat administrasi sehat jasmani rohani kembang buah teknologi mudah giat buah laku giat simulator rupa tiru nyata keliling tulis aplikasisimulator drivers license mobile basis simulasi tuju penguna uji kemudi kendara rupa kendara roda simulasi objek track kendara atur rambu lalulintas aplikasi software unity metodologi multimedia development life circle mdlc tahap aplikasi
468,zaman teknologi kembang popularitas teknologi internet kembang pesat bidang akademik salah manfaat informasi kena kuliah nilai jadwal smartphone perangkat mobile salah perangkat populer akses internet mudah informasi cepat kendala buka mobile seringkali konten tampil berantak responsif teknologi android studio webview solusi konten akses mobile responsif teliti tulis laku bangun sistem portal mobile dukung multiplatform memanfaaatkan service ambil data service ambil data sistem akademik universitas widyatama aman langsung akses database service teliti harap alternatif mahasiswa informasi cepat mobile tampil responsif
469,restorankafe rupa industri pariwisata peran sedia jasa makan minum jenis makan pesan langsung langgan pelaksanaanya langgan bingung menu sesuai keinginanya langgan layan restoran menu rekomendasi langgan manfaat teknologi bangun sistem rekomendasi makan dasar rating userpelanggan teliti metode item based collaborative filtering manfaat nilai item nilai rating user hadap menu makan nilai prediksi rekomendasi user bahasa program bahasa pemgrograman basis data mysql simpan data sistem sistem hasil buah rekomendasi menu makan harap mudah user menu makan pesan
470,jaya mandiri sukses lahan kebun luas pantau lahan kebun akurat butuh sistem informasi informasi kebun kelapa sawit cepat akurat usaha pantau lahan cepat mudah akurat butuh sistem teknologi informasi pantau lahan kebun sistem informasi geografis sistem informasi khusus kelola data milik informasi spasial referensi ruang bangun sistem informasi geografis basis bahasa program interfaces sistem kelola basis data postgresql tools khusus kelola peta quantumgis
471,desain implementasi aplikasi sistem informasi reservasi bayu jaya tour travel basis tuju bangun buah aplikasi informasipromosi paket wisata sedia usaha tour travel informasi rupa informasi update realtime costumer pilih paket wisata sesuai butuh laku reservasi paket wisata onlinemelalui website aplikasi bangun penuh butuh customer informasipromosi paket wisata batas akses desain implementasi aplikasi sistem informasi reservasi bayu jaya tour travel basis konsep kembang object oriented development metode webe proses tempuh tahap costomer communication planning modeling construction deployment orientasi objek rupa efektif objekobjek representasi bagianbagian dunia ekternal sempit senjang konseptual dunia eksternal komponenkomponen perangkat lunak implementasi bangun aplikasi macromedia dreamwever editor program engine eksekusi kode vertrigo server interpreter mysql basis data aplikasi harap fasilitas customer informasi promosi paket wisata reservasi online fasilitas customer aplikasi fasilitas usaha tour travel laku promosi paket wisata online
472,kirim pesan media internet email media rupa data orang muncul kirim data kait aman pesan muncul pikir pesan kirim aman arti pesan rahasia kirim teknik steganografi rupa ilmu ajar seni sembunyi pesan informasi teknik steganografi teknik dynamic cell spreading teknik kembang metode least significant teknik dynamic cell spreading memory buffer media tampung proses sisip ekstrasi pesan hasil teliti buah aplikasi steganografi basis desktop proses sisip pesan teks laku media video format sistem aman data pesan rahasia
473,pilih rumah kota bandung masyarakat rumah rupa butuh dasar masyarakat kembang rumah gencar laku bangun lokasi kembang lokasi strategis hubung calon beli butuh informasi rumah lokasi sesuai butuh masingmasing calon beli bantu masyarakat rumah bangun sistem dukung putus pilih rumah sesuai kriteria masingmasing sistem komputerisasi rancang metode topsis technique others reference similarity ideal solution metode mudah paham milik ukur kerja relatif alternatifalternatif putus bentuk matematis sederhana teliti tulis metode topsis technique others reference similarity ideal solution topsis laku rangking hadap alternatif rumah pilih alternatif pilih milik jarak pendek solusi ideal positif milik jarak solusi ideal negatif solusi ideal positif arti solusi maksimal atribut untung minimal atribut biaya pilih rumah solusi ideal negatif arti solusi minimal untung maksimal biaya pilih rumah aplikasi bangun bahasa program dukung operasi mysql olah basis data tabel aplikasi bangun aplikasi prototyping unified modeling language alat bantu model sistem aplikasi implementasi tampil rekomendasi sesuai kriteria diinput user kriteria wilayah luas bangun luas tanah harga kadar presentase hasil presentase gagal
474,kembang teknologi sistem jaring alam tingkat signifikan utama aspek aman aman jaring milik syarat authenticity nonrepudiation kriptografi manfaat kait aman informasi rupa rahasia utuh data sangkal otentikasi jaga aman pesan rupa teks teknik enkripsi rahasia data jamin salah algoritma enkripsi algoritma kriptografi rivest shamir adleman teliti algoritma lindung data mekanisme rupa teks alat verifikasi teliti tuju interface kirim pesan autentikasi terap algoritma kriptografi rivest shamir adleman buah teks rupa algoritma asimetrik kunci beda kunci publik kunci privat pasang kunci pair proses enkripsi dekripsi tingkat aman algoritma gantung ukur kunci ukur kunci kombinasi kunci jebol metode periksa kombinasi kunci kenal istilah brute force attack bilang prima hasil algoritma pengaruh ukur kunci sandi
475,rupa politik indonesia laksana pilih presiden wakil presiden republik indonesia periode jelang pilih informasi opini kena pasang calon sosial media twitter masyarakat utara opini hadap masuk pilih presiden wakil presiden sentimen masyarakat laku buah proses kelola hadap sekian tweet laku sistem sentimen analisis sentimen analisis teliti machine learning sistem sentimen analisis bangun teliti tahap preprocessing feature extraction classificaton tahap preprocessing cleansing case folding spell checking stopword removal stemming convert negation tokenization tahap feature extraction algoritma term frequence inverse document frequence kombinasi latent semantic analysis algortima singular value decomposition urai sparse matriks eigenvector algoritma tfidf ruang simpan teks tingkat efisiensi klasifikasi teks tahap proses klasifikasi klasifikasi data sentimen positif negatif algoritma support vector machine hasil teliti sistem bangun jalan proses klasifikasi sesuai rencana hasil uji hasil ratarata akurasi presisi recall fscore
476,tingkat internet akibat usaha butuh layan data center simpan data aman akses cepat mudah butuh bisnis telkomsigma sedia produk data center merek dagang neucentrix salah layan data center usaha telekomunikasi indonesia tingkat aman data center perhati terap strategi pasar butuh produk pilih utama konsumen teliti tuju strategi aman fisik laku neucentrix data center telkomsigma bandung metode teliti menganalisa syarat cantum standar salah standar data center internasional usaha hadap kelola server luka aman data center ekstra biaya beli pelihara server colocation server teknologi informasi kenal kalang industri kembang indonesia minimal kelola data usaha colocation server data center laku optimalisasi kelola komputasi data usaha
477,salah usaha telkom corporate university kembang latih karyawan lapor kena sistem latih adakan kembang karyawan laku hasil revenue tingkat kualitas karyawan latih hasil terap faktor pengaruh hasil kembang karyawan sistem tampil lapor kembang karyawan latih laksana sistem rancang rupa buah dashboard basis akses general manager telkom corporate university upaya tingkat sumber daya karyawan tuju tingkat kualitas karyawan hasil rancang sistem rupa grafik dashboard business intelligence berisik informasi kena lapor clustering variable variable variable ambil kategori latih laksana sebar laksana latih jangka prediksi tingkat kualitas karyawan efektivitas maksimal latih divisi milik program kategori implementasi kembang karyawan implementasi dashboard business intelligence proses saji analisis lapor sistem kembang karyawan optimal
478,loyalitas langgan milik peran buah usaha tahan arti tingkat kerja uang tahan langsung hidup usaha alas utama buah usaha tarik tahan megaindo tala diataranya lambat harga harga ubah ubah proses terima order manual data organisir proses repeat order dukung cepat sedia barang tunjang cepat proses repeat order sesuai trend teliti angkat terap customer relationship management tingkat loyalitas langgan integrasi sistem marketing produksi terap integrasi pilih organisir data order dampak human error lambat proses order teliti harap bantu megaindo tala khusus sales intern follow order kelola order repeat order cepat akurat ubah harga tawar produk produk cepat akibat untung usaha jalin hubung usaha langgan
479,jaring adhoc rupa kumpul node wireless dinamis bentuk jaring node milik beban komunikasi libat alat dukung router access point hubung komunikasi node buah node tindak router protocol routing cari jalur jaring adhoc protokol routing jenis proactive reactive routing protocol dynamic source routing rupa jenis reactive routing protocol olsroptimized link state routing rupa jenis proactive routing protocol jaring adhoc teliti tuju uji kerja routing protocol banding throughput network load delay teliti skenario variasi node variasi beban packet size byte byte teliti laku mensimulasikan kerja routing protocol software opnet modeler opnet simulator hasil dasar parameter throughput delay routing protocol olsr routing protocol dasar parameter network load routing protocol routing protocol olsr
480,property agent milik apartment tipe tawar klien kenal apartment kalang ruang salah lihat klien sewa apartment lihat denah dimensi klien paham denah ruang dimensi lihat paham gambar ruang berulangkali fasilitas property agent sedia klien pasar butuh buah katalog rupa gambar denah ruang sulit paham property agent presentasi apartment klien pasar mengetaui cepat kena fasilitas property agent tawar kembang teknologi gabung visualisasi objek gambar dimensi hasil buah bentuk objek virtual dimensi salah teknologi augmented reality bantu salah perangkat mobile open source android gambar dimensi aplikasi promosi property agent gabung perangkat mobile android mudah bentuk apartment fasilitas sedia
481,metode banding eksponensial rupa salah metode urut prioritas alternatif putus jamak teknik bantu individu ambil putus rancang bangun model definisi tahap proses tugas website implementasi metode banding ekponensial studi pilih kuliner kota bandung studi pilih kota bandung rupa salah kota wisata kuliner pilih indonesia masyarakat khusus warga kota bandung bingung pilih kunjung bangun website bahasa program mysql basis data aplikasi tulis rumus selesai informasi objektif kena nilai hadap lokasi tuju bantu kunjung pilih alternatif sesuai kategori
482,tanda nomor kendara motor tnkb rupa identitas utama buah kendara motor layak jalanberoperasi jalan raya pelat nomor letak posisi mudah lihat sistem kenal plat nomor otomatis automatic number plate recognition anpr negara sistem tingkat tertib lalulintas bantu cari laku culik lari mobil plat nomor kenal anpr tahap ambil pelat nomor deteksi pelat nomor segmentasi karakter kenal karakter optical character recognition ambil gambar kamera handphone laku konsisten jarak cmcm deteksi pelat nomor segmentasi karakter metode component connected analysis kenal karakter fungsi laku konversi gambar teks tugas algoritma usul tahap na ve bayes algoritma implementasi anaconda bahasa program python teliti data training sampel karakter huruf karakter angka data testing gambar uji laku ambil source gambar kamera langsung unggah sistem sistem usul kenal pelat nomor kendara akurasi ratarata
483,kurnia meubel rupa buah usaha dagang gerak bidang jual furniture buah keluarga kota tasikmalaya proses bisnis kurnia meubel beli barang langsung supplier data barang beli catat laku olah data karyawan laku jual barang data barang masuk barang jual lapor pimpin serah karyawan laku buku olah data barang prediksi jual metode forecasting with trend seasonal metode forecating prediksi jual saatsaat menganalisa data jual
484,network monitoring system kumpul sistem milik tugas pantau sistem jaring deteksi masalahmasalah usaha aplikasi bantu laku pantau infrastruktur jaring timbang pusat teknologi informasi universitas widyatama penuh butuh pusat teknologi informasi universitas widyatama sulit network administrator salah sulit laku awas server service universtas widyatama network monitoring system bantu selesai masalahmasalah pusat teknologi informasi universitas widyatama tulis coba teliti judul strategi kelola server pusat teknologi informasi universitas widyatama harap sistem rancang solusi pusat teknologi informasi universitas widyatama
485,game edukasi salah konsep sarana dukung sistem edukasi utama minat orang game edukasi minim utama injak usia remaja dewasa salah game edukasi sifat edukatif tuju teliti rancang bangun buah game semi edukasi minat remaja orang dewasa konsep teliti beda konsep game edukasi beda utama bobot edukasi bobot edukasi sisip teliti kisar banding gamegame edukasi proses rancang bangun teliti metode waterfall hasil teliti tulis demo produk kuisioner responden responden milik tanggap positif hadap hasil teliti
486,academic system information khusus rancang penuh butuh guru layan didik komputerisasi tingkat kerja kualitas layan daya saing kualitas hasil kembang laku kontinu intensif kembang teknologi butuh dasar guru sistem informasi akademik tingkat metode metode waterfall milik tahap communication planning modelling construction deployment aplikasi rancang firebase peran aplikasi android bantu mahasiswa informasi lengkap kena internet bangun saji kelola data dukung program database media simpan bantu menklasifikasiakan data
487,moriz futsal rupa salah sarana olahraga sedia peyewaan lapang futsal semenjak kali langgan laku sewa lapang tibatiba main futsal alas staff peduli hadap data langgan laku sewa lapang layan langgan bilang beda layan langgan langgan promosi langgan laku tradisional sebar brosur sebar promosi produk dukung minum makan promosi turnamen adakan sponsorsponsor laku tradisional sebar promosi laku income moriz futsal muncul harap selesai customer relationship management inti tuju tingkat hubung usaha langgan dukung metode laku promosi bantu pecah kembang sitem moriz futsal manfaat tekonologi kembang sistem metode waterfall teliti harap bantu moriz futsal tingkat hubung langgan
488,rumah sakit rupa salah layan masyarakat gerak bidang jasa layan sehat orang butuh layan sehat masyarakat cari lokasi layan butuh masyarakat hadap layan sehat rumah sakit imbang informasi kena lokasi rumah sakit informasi lokasi susah informasi harga dokter spesialis fasilitas sedia rumah sakit masyarakat sulit informasi sesuai masyarakat butuh sistem informasi geografis geographic information system rupa sistem informasi basis komputer rancang kerja data milik informasi spasial referensi ruang teknologi integrasi operasi operasi database query analisa statistik visualisasi analisa unik milik peta kelompok sistem manual analog sistem otomatis basis digital komputer butuh sistem tunjang cari rumah sakit masyarakat mudah cari rumah sakit cari dokter spesialis butuh bantu sistem informasi geografis google maps cari rumah sakit google maps lihat arah jalur efisien
489,twitter rupa salah media sosial tulis topik bahas isuisu tejadi twitter memposting komentar produk layan sumber data nilai sentimen masyarakat hadap produk twitter teliti tulis laku analisis sentimen hadap produk televisi langgan gua algoritma support vector machine klasifikasi sentimen positif negatif netral tulis data tweet produk televisi langgan indovision firtsmedia data klasifikasi manual masingmasing objek sentimen otomatis tulis data testing uji skema data skenario sampling type teliti hasil tingkat accuracy precision recall data indovision accuracy precision recall data firstmedia
490,universitas widyatama jurus teknik informatika terap kurikulum ajar kurikulum terap kelompok bidang konsentrasikbk ilmu sesuai butuh pasar mahasiswa pilih salah ilmu semester semester timbul mahasiswa sulit pilih konsentrasi cocok aplikasi bantu mahasiswa pilih ilmu cocok samping aplikasi bantu dosen wali cepat ambil putus bimbing mahasiswa ilmu perangkat lunak calon mahasiswa media informasi kurikulum mata kuliah jurus teknik informatika mata kuliah konsentrasi jurus teknik informatika aplikasi dukung putus evaluasi dasar nilai indeks prestasi kelompok mata kuliah konsentrasi media konsultasi kait atitude mahasiswa learning evaluation expert system metodologi rancang analisis struktur tools data flow diagram software delphi mysql software basis data evaluasi nilai indeks prestasi kelompok aplikasi solusi tangan variasi lengkap nilai mahasiswa konsultasi kait attitude
